investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
25711|1515|2|4|12|2|174534.16|185.04
2124|736|2|65|17|2|929351.19|-4582.22
65179|30|2|92|37|1|695444.96|3897.95
46540|1219|3|16|44|1|814810.1|5053.71
18344|200|3|12|31|3|687300.23|6263.27
21806|280|3|91|41|3|220177.57|121.7
75562|337|2|67|29|2|863307.3|-2021.89
8777|1390|2|81|29|3|215727.27|3336.06
56678|1063|5|25|8|2|947532.46|6091.93
75231|1288|1|28|5|3|332884.61|-1006.77
73062|270|5|93|12|2|329843.82|10664.19
13450|1037|5|3|3|1|219569.84|11209.31
75052|549|3|63|15|1|436909.09|8625.15
82172|773|1|93|8|2|432859.56|-4761.93
7275|176|2|35|11|1|160522.24|10697.47
45086|559|1|62|43|1|511383.59|2340.58
63625|707|1|64|11|2|478909.27|3917.26
2626|200|3|36|15|1|984652.7|2823.38
95013|733|5|19|14|1|147736.3|13611.9
98239|1768|4|85|34|3|117638.54|7007.43
62681|270|5|53|7|3|208151.66|7345.74
80171|1612|4|35|32|3|710104.55|72.1
5000|1739|4|25|36|1|206487.93|2464.04
31520|1211|2|26|9|3|58864.7|-3544.77
98281|1394|5|49|3|3|309061.76|-4925.99
73041|1466|4|37|14|2|881527.08|3208.4
78439|1135|2|71|21|3|627069.26|6612.61
11058|1024|4|70|38|1|589326.42|-4491.48
53822|70|1|17|29|2|291510.13|14374.19
19303|47|1|54|2|1|108256.36|1145.09
25313|1716|3|44|45|3|169027.36|-3653.93
11301|1395|2|68|7|3|949940.75|8571.47
50555|343|4|17|29|2|318973.42|9964.77
36075|551|2|77|19|1|286259.44|-1591.7
57293|322|1|68|15|3|629232.56|11342.99
68132|1608|5|95|8|2|794083.53|1489.93
80777|1090|2|25|5|3|58246.93|-3154.87
69953|439|5|28|19|2|565391.36|2444.92
40902|898|4|10|15|1|221570.94|13056.03
69108|1550|4|71|26|1|700723.28|7945.52
34349|1205|2|65|26|3|585912.31|13678.48
96809|1|1|23|34|2|643908.84|8547.2
58937|1645|3|65|23|3|467336.83|7636.82
45061|719|1|63|2|2|673223.58|-4357.05
99409|58|2|93|5|3|394550.79|-2503.53
67979|1542|5|3|49|3|381235.92|6927.25
87414|1059|2|48|11|3|80104.19|13884.34
58946|249|4|45|34|3|66761.68|4900.07
32787|1063|5|66|18|3|683090.67|14361.51
84959|975|4|65|50|3|310385.15|741.93
84819|1110|3|49|28|1|981164.73|2395.53
65938|330|1|2|32|3|203604.3|-1094.65
52088|1457|5|11|16|3|449431.6|4159.22
42168|1671|1|82|3|2|587656.44|8947.76
60400|1657|1|74|7|1|759665.08|11513.51
94741|787|5|92|21|1|151035.04|-3455.77
10588|1726|3|82|36|3|737717.75|537.08
46298|363|4|77|15|2|924923.03|8200.28
13600|1707|1|88|15|3|90843.07|1599.02
84381|1005|3|81|33|1|620642.26|-1950.6
17622|563|4|99|28|1|983791.82|1010.41
59083|104|4|100|39|2|668925.27|12425.02
12934|1635|2|73|44|3|840264.82|4582.17
37977|1349|3|90|16|1|692400.37|8428.13
12292|256|3|12|21|3|92600.43|3318.34
37390|1390|4|41|34|3|50993.93|14924.03
44254|869|5|79|39|1|301149.24|3215.45
73001|1000|5|35|12|1|107415.19|12208.78
96398|1064|1|52|7|3|812086.94|6623.02
54062|1086|3|57|33|2|908255.01|10015.12
9874|449|5|88|3|2|998472.4|9894.63
51661|1380|1|49|45|3|532821.2|14138.54
80569|816|5|37|21|1|800501.4|-2144.62
48738|147|1|90|11|3|358904.93|-1646.66
24933|1016|2|40|2|2|966636.17|10052.0
16773|1815|1|40|2|3|226643.05|2813.38
38646|58|1|16|14|2|412889.51|9294.75
68627|1262|5|25|27|3|815025.27|7896.57
25887|215|5|53|36|2|926472.13|3456.11
3106|172|2|84|27|1|5147.41|5940.51
19160|1269|2|96|12|1|829051.58|4494.74
97325|324|4|29|15|2|162196.38|13194.99
60237|321|5|24|40|3|828386.11|2260.93
45033|558|4|62|44|2|754338.41|9172.48
90202|1159|4|9|8|1|973630.78|2758.85
2234|1391|4|80|33|2|239224.54|-2548.35
28445|1073|1|42|46|2|917510.87|14510.5
89278|1145|1|21|18|1|212323.3|-1332.95
73378|1660|4|60|31|1|913944.65|25.15
65063|1693|5|76|8|1|495019.24|3517.37
58902|1196|1|94|45|2|35276.5|-2311.21
77305|1284|3|61|27|3|638186.33|6972.96
20978|699|2|78|30|3|790909.7|-775.98
32978|1092|5|48|46|2|377980.28|3885.41
89040|796|1|34|17|2|493403.8|-1336.71
73916|337|1|54|23|1|352127.48|12927.7
84897|969|3|96|13|3|11615.1|-1558.6
21313|1603|2|74|42|2|870098.3|5241.66
15622|1286|2|97|43|1|828258.67|3851.93
16920|482|2|83|50|1|761501.49|7562.12
37307|480|2|32|21|3|465222.77|1994.46
88093|123|3|79|41|3|619995.17|6924.83
92425|695|3|23|19|1|206913.24|11654.51
50570|1763|3|93|34|2|518868.06|13929.27
28248|197|2|23|22|3|551588.23|-4775.44
13226|1537|3|47|12|1|846293.55|10765.37
89267|134|2|32|27|2|269070.56|12459.24
55229|1383|1|88|29|2|280073.05|10446.46
48037|1274|3|41|32|2|997307.24|10719.33
386|1680|3|35|2|3|569107.45|2763.0
3167|1747|4|5|30|3|60448.02|11724.36
80318|793|3|65|15|3|519524.9|2675.51
47114|1431|1|60|7|1|134272.03|5191.86
33327|224|2|54|40|2|240133.37|-3949.07
59656|989|1|88|27|3|24018.46|4971.54
90739|110|1|65|9|1|286222.35|7271.35
90344|1297|3|81|38|3|323772.27|3588.99
41787|628|2|66|9|3|582384.39|-4250.13
78359|923|2|94|24|3|402630.35|3888.63
11052|595|5|6|41|3|527842.52|-4041.95
59976|300|4|96|21|2|522493.62|6643.37
93701|653|1|71|21|1|186837.13|14781.61
76338|428|3|75|35|3|186979.08|11941.32
65446|123|3|29|36|1|387892.73|9682.45
63966|1142|4|22|9|1|948904.72|7145.78
46502|1765|2|80|16|3|586625.25|-3967.03
21977|1200|5|98|29|2|737085.98|161.62
67132|837|1|92|4|1|153552.38|9344.68
21734|153|3|2|36|2|301102.3|12344.55
47875|1221|5|64|3|3|728107.72|5684.86
85970|357|2|100|27|3|693217.65|7927.06
27483|1442|1|8|33|2|731643.16|13172.04
58922|655|1|21|48|1|476206.88|7605.05
74896|548|3|13|49|1|704646.29|1924.93
79531|1001|5|4|10|2|645586.17|9547.06
90098|982|1|46|17|3|707360.95|3082.25
90972|1219|4|71|44|1|246228.9|13719.76
76125|21|1|63|47|2|479085.0|-1820.93
98923|893|5|74|44|1|933087.67|3002.06
13918|1748|1|44|14|3|564443.49|2280.26
1000|801|4|83|38|2|933930.77|14676.03
5060|811|4|99|7|1|356011.76|1910.87
46692|171|3|44|29|3|696529.41|1309.94
42250|1348|1|92|33|3|925145.01|-1732.15
34746|1518|4|81|17|3|797133.1|13157.69
61381|1560|5|35|24|2|107524.05|330.57
50134|354|1|71|15|3|341514.54|-2564.73
18963|1438|1|38|42|3|973579.54|-1283.12
33546|710|1|83|20|3|91975.07|-1070.73
51505|1002|1|73|26|2|53312.07|-4702.59
13606|789|2|82|11|1|815197.72|10570.21
53768|399|4|61|6|2|936370.11|13922.03
47675|616|4|8|6|1|212757.7|-3049.99
39770|1120|4|61|50|3|638436.14|9190.93
91085|422|3|33|4|1|782976.72|12779.72
55548|878|1|27|9|3|424516.98|5662.54
96124|1487|2|11|12|2|713602.71|10804.39
49408|760|1|43|31|2|911836.09|8343.72
5455|66|4|64|39|1|635685.83|10309.5
32169|565|5|98|4|1|918151.71|9814.88
51475|1074|5|35|50|2|188813.68|-1560.47
9106|1263|2|44|33|2|717753.69|11791.09
11609|102|4|4|35|2|420111.35|8222.9
97547|519|2|85|15|3|752090.42|-2730.71
22554|1056|2|85|34|3|53196.11|5149.24
4964|1216|4|28|36|2|218701.24|3298.55
65317|133|4|87|24|2|517545.76|-2786.16
54273|475|2|47|45|1|147715.54|8479.72
15909|846|5|29|24|3|996639.8|6189.58
15371|676|3|62|43|1|600231.77|3127.96
3319|60|5|60|31|1|444895.01|13754.71
47018|1367|4|83|32|2|466450.6|1878.48
61327|229|4|44|50|3|267010.89|-3728.6
12924|963|5|50|37|1|456680.28|13635.14
5115|166|4|57|33|2|594235.25|7443.95
41765|18|5|59|18|3|460563.55|11010.55
19430|613|5|14|8|3|65205.67|14365.07
50373|122|2|81|49|1|525804.27|7390.62
36221|1807|1|84|10|2|946425.01|-434.57
64014|1133|3|79|15|2|439170.81|10799.77
84813|510|4|46|21|3|250520.55|-2157.27
26640|1586|5|8|43|2|415026.51|9395.98
98876|548|5|46|25|3|854548.84|2755.16
41639|512|3|94|18|2|824305.17|13920.86
44037|524|5|24|26|3|77686.58|11642.74
13549|806|1|80|3|2|619484.18|707.72
5988|396|4|64|24|1|361438.32|11.58
2099|514|4|35|10|2|940186.01|1544.18
78542|61|1|17|11|2|185021.27|2145.1
37556|777|4|87|41|1|802986.73|10686.12
82421|368|3|81|34|3|32330.95|5490.36
87957|471|2|68|24|1|924280.11|799.55
75117|1650|3|29|46|3|997794.05|5279.66
93399|1296|1|95|34|1|682938.47|12113.29
24966|1108|5|21|21|2|987864.97|11941.11
21037|67|1|49|38|3|335851.84|9531.91
94841|1566|1|11|49|2|394570.89|-3536.09
60784|1409|4|47|7|1|955583.81|6487.24
40868|1123|1|89|3|2|774618.16|-2426.48
65276|763|1|52|8|3|31968.55|-3265.9
62840|731|1|42|20|2|430970.95|-4485.57
84993|1693|3|73|20|3|136809.29|-2559.5
72786|185|5|31|40|3|607242.31|13195.56
11433|305|5|83|18|2|38274.16|-3599.01
75892|377|2|98|30|3|210693.74|10307.71
59309|418|4|90|39|1|303886.34|4864.86
90626|134|5|7|17|3|404674.73|1292.66
77465|1559|2|79|17|2|224983.62|12592.7
23177|952|5|94|18|1|984958.4|8514.37
85767|1083|3|33|7|3|351393.1|9889.8
39517|1758|1|41|46|3|141729.5|-4261.57
30446|947|1|51|33|2|251445.55|5679.34
99529|1135|1|10|27|2|389642.1|12240.32
33405|404|5|4|5|3|872002.4|-841.23
61767|621|1|3|34|2|506396.34|-3594.53
70420|732|2|94|13|1|85991.37|4216.44
94891|1102|4|16|47|1|159893.1|6354.21
7947|1156|4|7|31|2|920694.63|9118.15
73789|422|3|25|39|1|482942.19|7318.37
85652|951|2|72|45|1|933006.46|-531.03
94067|999|5|56|35|2|854518.59|-1680.58
58499|1606|1|99|38|1|132040.4|13289.2
362|148|5|70|20|3|26905.46|13540.19
66322|377|3|41|34|3|423186.34|-3934.42
2436|626|4|40|5|3|456756.17|-2929.92
59060|1136|4|46|3|3|848336.52|-2890.69
73909|1649|1|53|17|1|283947.0|12615.81
65053|585|5|69|30|3|915691.55|3952.87
6496|708|5|59|2|3|878936.27|2021.64
46925|1314|1|7|10|1|674248.59|-3283.86
91001|1201|1|93|23|2|750936.94|3175.01
99018|946|4|94|2|3|683907.54|7.13
