transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
67367|1441|4|14|3|10|2|8123.07|Completed
70779|1242|4|57|2|44|2|9254.69|Pending
67100|206|2|52|5|19|1|6110.19|Completed
5540|907|4|88|2|7|2|4008.01|Completed
32014|1405|2|17|3|47|2|2712.07|Completed
16478|1568|1|20|1|15|3|5609.65|Pending
29512|32|1|18|4|1|1|7695.06|Completed
45606|769|1|61|4|45|1|6735.74|Pending
99187|515|4|20|2|33|1|8945.01|Failed
49371|448|1|91|2|7|1|136.55|Pending
34850|913|3|25|5|42|2|3743.85|Pending
64393|317|1|75|1|15|1|1565.28|Failed
93251|1023|3|68|1|20|1|1234.55|Completed
38991|1480|3|48|4|7|2|7694.44|Failed
62010|512|3|84|5|27|3|7221.37|Failed
67370|1546|4|46|2|11|2|5445.55|Failed
9233|58|2|68|3|42|3|9879.38|Failed
91854|643|1|4|1|37|2|9942.4|Failed
36674|621|4|2|2|34|1|7976.64|Completed
67961|1574|3|80|4|46|2|489.83|Failed
37789|628|3|83|1|9|2|8671.63|Failed
79712|1457|4|58|2|10|3|209.61|Failed
70900|1780|2|5|5|3|1|7622.73|Completed
98938|901|2|19|1|17|1|4336.24|Failed
28051|777|3|1|4|12|1|6413.06|Pending
30980|533|2|81|3|42|3|3048.16|Completed
51050|1822|3|43|5|35|2|1544.13|Pending
74976|1090|4|60|1|35|2|6885.31|Pending
44833|625|2|45|2|42|3|1406.48|Completed
35499|92|4|27|2|31|3|3473.71|Completed
66224|906|2|18|3|15|3|5128.25|Completed
15509|1200|2|81|2|40|2|6085.13|Pending
56814|1350|2|69|4|1|2|7687.83|Pending
74167|771|1|44|5|45|1|6414.41|Completed
28799|280|4|40|3|39|1|730.55|Failed
13939|275|2|61|1|26|1|9837.23|Pending
49463|898|2|89|1|12|1|9214.27|Failed
27924|1249|1|63|3|31|2|917.38|Completed
46445|172|1|66|2|6|1|4399.09|Pending
43146|808|4|50|5|18|2|8424.98|Failed
21527|1451|4|70|2|41|2|6951.94|Completed
47912|1017|1|89|4|35|2|6550.96|Completed
14855|1234|4|37|5|48|1|6308.69|Completed
61742|1382|4|17|1|15|2|1414.3|Pending
98790|1034|1|74|4|45|2|4534.94|Completed
23286|1724|3|33|1|40|3|1427.74|Failed
3322|819|4|23|4|17|2|241.77|Pending
54590|988|1|53|5|45|2|9347.04|Completed
65801|1375|2|100|2|34|2|2597.65|Completed
53980|1484|1|86|4|27|1|8697.96|Pending
16276|1266|2|41|2|20|3|989.44|Pending
65525|255|3|58|3|16|3|6619.04|Pending
95023|573|3|89|3|45|2|5935.25|Pending
17173|1578|1|30|3|24|2|327.0|Pending
33686|1500|3|38|5|45|1|4626.71|Pending
7860|553|1|40|3|10|1|1092.59|Pending
50867|1095|1|88|1|48|1|7231.62|Completed
45490|292|3|24|5|50|1|2961.59|Pending
36594|1585|3|11|1|11|2|3073.75|Completed
79209|1258|3|59|2|26|3|8107.35|Failed
66606|182|2|42|3|28|1|4605.72|Completed
11564|332|2|6|2|21|1|9965.37|Completed
64113|585|1|68|3|9|1|7544.0|Failed
66136|1706|1|41|2|24|3|7704.44|Completed
35905|464|2|83|5|36|3|4366.48|Completed
54700|1728|1|93|5|1|3|5082.53|Completed
29631|1584|4|91|3|9|1|2546.46|Failed
59417|1242|4|64|4|35|2|2560.89|Completed
94528|872|1|76|1|10|2|1487.78|Completed
76133|525|2|84|1|44|1|5391.56|Pending
65599|1235|2|86|1|50|2|9966.35|Failed
10499|249|1|68|3|34|1|6524.78|Pending
66645|250|1|84|1|50|1|3593.95|Completed
15937|687|3|78|5|46|3|8616.1|Failed
83935|515|4|37|4|37|3|8604.46|Pending
63935|1596|3|77|1|50|2|8391.19|Failed
30479|1814|2|92|2|35|2|34.42|Completed
80883|1491|4|87|3|2|1|8580.94|Failed
38445|854|1|96|3|39|1|1009.76|Completed
71250|1669|2|31|5|5|3|4515.5|Pending
19442|1811|1|31|1|19|3|2503.24|Pending
44629|1420|4|22|4|49|1|8504.76|Completed
55386|1359|3|13|3|24|1|8314.57|Failed
73554|139|3|17|2|12|2|7262.89|Pending
19877|1375|3|72|1|27|3|4918.77|Failed
5114|86|1|78|5|15|2|1216.71|Pending
15771|1451|3|21|5|26|1|3421.91|Completed
91346|297|1|15|5|3|1|8394.87|Pending
70213|1322|4|58|4|29|2|5799.55|Pending
31503|499|1|93|3|32|1|6690.0|Pending
78956|1811|2|65|2|47|1|1512.99|Completed
15625|866|2|45|2|20|3|9259.0|Completed
68225|1805|3|36|3|6|3|4149.21|Completed
92574|919|3|5|3|12|1|1618.07|Pending
41821|30|3|95|4|17|3|5477.01|Completed
4028|1561|2|97|3|31|1|821.86|Failed
61636|357|1|46|5|44|1|1439.41|Completed
69756|450|2|86|1|22|2|5900.06|Failed
66338|338|3|54|5|13|1|3274.84|Completed
69387|1204|4|49|1|1|2|2018.03|Pending
64264|323|3|76|3|20|1|4684.56|Pending
55248|1200|4|40|2|15|1|1658.44|Pending
89034|1613|4|52|2|22|3|3546.4|Failed
15746|1468|3|94|5|12|3|7494.15|Failed
26243|865|3|1|4|45|1|1220.52|Failed
63557|293|1|12|1|35|2|6511.95|Pending
71889|25|2|27|1|40|3|7755.74|Failed
22386|347|2|93|3|6|2|5599.5|Completed
77994|1037|3|41|3|10|3|2853.75|Completed
58958|112|1|89|5|32|2|9021.82|Completed
7197|1287|1|99|3|49|3|895.08|Pending
71523|295|2|49|5|30|3|2164.83|Completed
34539|1464|2|33|1|9|1|9147.02|Failed
63446|342|3|81|1|22|2|3152.02|Failed
30554|383|4|43|3|36|3|4257.8|Completed
85722|1146|4|6|2|21|3|3513.05|Completed
53194|737|3|47|1|28|2|3289.51|Completed
81386|1251|4|29|5|44|1|4714.8|Failed
34308|1011|3|31|2|25|1|2718.8|Pending
16568|1606|1|24|3|45|3|9098.42|Pending
69685|394|4|14|2|29|1|4998.88|Pending
62860|143|4|79|3|50|2|8921.52|Failed
59207|257|4|81|1|19|2|188.79|Failed
33962|688|3|20|4|7|2|9270.77|Completed
91662|123|2|86|1|1|1|6928.8|Failed
4438|307|3|15|5|20|1|9540.4|Completed
16188|1147|1|63|2|5|2|8125.99|Pending
2109|1800|4|67|3|5|3|2313.36|Completed
63340|1636|4|28|2|27|1|3542.07|Pending
37009|851|2|83|1|27|2|2733.26|Failed
58188|783|1|93|3|49|3|9934.33|Pending
28182|1092|4|59|3|47|1|8402.5|Pending
22709|1521|3|11|3|37|2|8931.08|Failed
33366|238|3|96|1|25|2|2155.66|Failed
30319|789|3|11|1|31|3|6085.52|Failed
9837|1233|2|58|5|27|2|6026.59|Pending
33736|461|4|5|1|27|2|6981.93|Pending
16115|104|1|52|5|31|1|1413.85|Pending
40806|1096|2|11|4|46|3|120.78|Pending
4799|1796|2|69|3|22|2|7310.51|Completed
15772|1292|4|86|2|3|3|8108.15|Failed
43649|332|3|48|1|8|1|303.3|Completed
76305|659|2|13|3|33|3|9050.81|Completed
40667|1507|4|48|3|2|3|8484.01|Completed
86202|168|3|50|1|9|1|2656.56|Completed
41839|441|2|100|2|36|3|9998.83|Pending
86114|596|2|64|3|18|2|4074.91|Completed
2428|767|4|90|2|6|1|7968.86|Pending
67601|24|3|40|3|5|2|4639.1|Failed
29740|1736|4|75|1|4|3|8727.88|Completed
42296|281|1|68|5|35|1|2583.97|Pending
42112|26|3|36|4|44|2|2159.23|Completed
20360|516|2|16|2|46|3|3372.62|Completed
21428|547|2|76|4|42|1|7049.19|Completed
69221|1805|2|8|2|33|3|6873.64|Completed
44225|540|1|91|2|49|1|9288.83|Pending
2904|1347|2|11|1|32|2|5003.88|Completed
58275|1733|2|86|5|16|2|611.56|Failed
96902|525|2|82|1|25|2|2654.06|Pending
77794|1538|2|42|4|39|2|9134.58|Pending
66232|459|2|40|5|1|2|5303.17|Failed
41447|631|2|62|2|34|2|6410.62|Completed
28416|512|2|23|1|24|1|3849.08|Completed
86431|198|2|28|2|40|1|2990.74|Failed
55766|456|1|91|3|21|1|7709.83|Completed
27026|1056|2|64|2|9|3|7887.95|Failed
58236|82|4|44|2|50|3|4455.58|Failed
48353|1420|4|2|5|18|3|9969.98|Completed
69174|690|3|4|2|13|1|1152.65|Pending
80101|1632|4|79|1|44|3|485.12|Pending
1499|1303|3|97|4|19|2|5579.78|Completed
8004|390|4|36|2|32|3|205.92|Completed
51420|99|1|64|3|37|2|1068.28|Completed
37444|1696|1|72|5|46|1|8911.77|Pending
25666|804|3|43|2|42|3|6511.76|Failed
99798|902|3|58|3|48|2|9626.53|Completed
15078|872|3|28|1|21|2|3348.62|Failed
87949|1661|1|45|1|5|3|9498.96|Completed
61688|360|4|75|5|8|1|6423.45|Pending
52493|658|4|40|1|39|1|2648.27|Pending
33277|801|1|63|2|32|2|8452.23|Pending
60712|1330|3|66|3|42|2|4859.19|Completed
55913|1494|1|20|2|30|3|2636.68|Pending
878|153|2|62|5|50|2|3536.27|Completed
89091|1732|1|33|1|12|1|4104.61|Completed
67130|311|1|99|2|1|1|9993.95|Pending
23294|874|1|92|4|11|3|6489.95|Failed
69580|1134|3|14|4|39|1|9088.71|Completed
57630|1495|4|44|5|37|2|6892.32|Completed
76971|974|4|98|3|26|1|8922.44|Completed
94542|1646|2|55|1|43|3|7247.81|Pending
25296|809|1|65|1|22|2|367.34|Completed
15673|1761|3|91|2|37|2|199.05|Pending
55557|300|1|18|4|41|3|7332.11|Pending
57894|204|1|96|1|48|2|786.05|Failed
49079|983|3|81|5|11|1|8903.68|Failed
49941|441|2|69|1|43|1|5528.59|Pending
99090|1026|1|47|2|28|3|2717.08|Completed
17750|1801|4|23|5|49|2|1403.92|Pending
66212|1717|1|22|1|31|2|9626.3|Pending
83975|612|3|92|4|1|2|3664.2|Failed
82389|1669|1|9|1|36|1|6452.28|Pending
80053|817|2|67|2|47|2|4969.91|Completed
95876|566|3|17|5|14|1|5347.7|Failed
72672|618|2|59|2|3|2|7852.02|Failed
11794|834|3|51|1|37|2|3376.07|Completed
40400|592|4|69|3|30|1|9027.16|Pending
7554|734|2|98|2|42|1|8325.77|Failed
67128|853|3|40|2|34|3|8345.45|Pending
99225|542|1|50|2|32|2|1861.36|Failed
74063|1770|4|45|1|46|3|6681.05|Completed
73011|136|1|85|1|2|3|1873.28|Pending
58184|175|4|90|3|1|1|3172.27|Failed
21154|1742|3|33|2|2|1|4087.62|Completed
13989|1749|3|40|5|22|2|2433.17|Pending
64086|1350|2|66|3|15|2|1749.38|Completed
22246|290|4|25|1|22|3|7855.62|Pending
27060|1508|1|69|3|23|2|6712.7|Failed
40467|335|2|3|1|13|2|1570.65|Completed
20543|877|4|65|4|27|1|8732.98|Failed
14923|1137|3|13|5|16|3|9621.84|Completed
87559|233|4|37|1|9|3|7705.86|Completed
41630|144|1|52|3|47|1|564.53|Completed
85908|1649|3|85|3|7|3|6228.81|Failed
925|120|4|5|5|50|1|5285.19|Completed
37513|1458|3|57|4|49|1|6097.61|Pending
37810|1483|1|32|4|31|3|9219.28|Failed
37284|951|3|69|3|45|2|837.83|Pending
63877|1260|2|21|3|40|1|5800.85|Failed
44862|1397|2|64|4|32|3|3526.98|Completed
82254|1329|4|72|2|31|1|1176.4|Failed
15093|1362|3|71|4|6|2|4806.31|Completed
96171|1586|2|67|5|34|1|295.72|Failed
36029|710|4|47|4|26|2|7876.45|Failed
78190|1709|1|86|5|4|2|8319.08|Completed
38794|574|1|85|2|36|3|8453.88|Pending
59531|1674|4|2|4|15|1|6305.31|Completed
44192|161|3|61|4|8|2|3815.25|Completed
6911|1420|3|16|4|21|3|949.31|Completed
23585|176|1|31|3|12|2|7893.48|Failed
85251|652|2|71|1|35|1|6018.26|Completed
7736|70|2|54|1|49|1|3104.21|Pending
57550|902|2|28|1|49|1|2251.44|Failed
17817|889|3|84|2|42|2|2249.82|Completed
76478|141|3|6|5|30|1|5425.76|Failed
89139|399|2|78|4|24|1|4125.41|Completed
95107|118|2|13|5|38|2|155.11|Pending
4318|601|3|20|5|2|2|637.28|Completed
13051|1598|2|3|1|23|3|189.59|Failed
71500|672|1|35|2|35|3|8190.74|Pending
76202|165|1|41|4|48|2|142.55|Failed
13750|1338|1|50|5|6|1|725.73|Pending
47149|1186|1|48|3|1|3|6594.2|Completed
90198|1777|4|23|3|36|2|1547.52|Completed
16097|1602|3|3|4|7|2|3081.92|Failed
14192|1595|1|44|2|26|2|9264.64|Failed
95504|1260|4|40|3|29|2|7279.06|Completed
6354|692|2|55|2|20|1|1146.3|Pending
14713|471|2|53|4|11|2|401.0|Completed
47756|1772|3|46|4|8|3|1399.8|Failed
56028|876|3|97|4|19|2|4411.43|Failed
47483|439|3|27|4|31|3|8850.52|Pending
2269|1385|2|11|4|6|3|5447.8|Failed
90777|277|4|24|4|31|1|1990.66|Completed
84360|2|1|22|1|40|3|5513.24|Completed
43191|424|3|20|1|27|3|5885.21|Pending
54650|1429|4|31|2|14|3|9771.75|Failed
55329|953|3|95|4|2|1|4295.43|Failed
55817|334|3|15|3|26|3|8571.56|Failed
80217|1587|2|96|3|46|1|4090.12|Pending
67398|331|2|61|5|46|3|2221.54|Completed
71368|589|4|18|2|5|3|2456.19|Pending
74629|4|1|39|1|18|2|1544.6|Pending
27341|1123|1|28|3|18|3|9007.79|Failed
82398|1599|2|9|2|2|2|4071.05|Completed
4088|70|4|18|1|32|2|2892.75|Failed
98927|279|1|81|5|7|1|4470.62|Pending
80189|1494|2|29|5|31|3|9097.3|Pending
20238|329|1|57|2|15|2|2162.23|Pending
8178|975|4|46|1|29|3|132.72|Failed
97967|1528|4|97|5|11|3|1172.13|Completed
50586|1487|2|9|5|27|2|9459.29|Failed
33891|1473|2|16|5|35|3|7065.15|Failed
82538|1562|1|89|5|9|3|8841.13|Pending
88212|456|2|35|5|14|3|3502.07|Failed
71654|812|2|30|1|4|2|7656.07|Pending
75397|820|1|89|2|4|1|4805.37|Completed
79779|1045|4|85|3|18|3|2337.21|Failed
63965|1478|2|81|4|38|1|8836.54|Failed
54485|906|3|75|2|32|2|2626.32|Completed
69223|401|4|62|5|50|2|3400.24|Completed
50547|29|4|98|3|15|2|6934.25|Failed
41123|1121|4|35|4|3|3|735.29|Completed
6705|308|3|54|2|7|1|9003.8|Pending
27566|1426|4|49|3|15|1|3668.87|Pending
80130|1702|4|37|3|28|1|3333.25|Failed
40470|726|2|41|1|15|2|9102.93|Failed
20614|1786|3|69|3|10|3|7098.37|Completed
12999|1489|3|98|1|22|1|4565.88|Failed
12254|1101|3|32|4|45|1|7554.1|Completed
77869|1763|2|60|3|8|1|7556.8|Failed
75074|1244|4|1|4|19|1|8259.75|Pending
82430|500|3|77|2|28|2|6767.35|Pending
1180|1476|1|44|4|40|2|5614.45|Failed
48736|1518|2|57|1|34|1|3129.72|Failed
35783|1514|2|8|1|2|1|5953.33|Failed
40091|1517|2|44|1|5|1|9265.75|Pending
14049|1571|4|51|2|21|1|4630.33|Failed
1161|1275|4|34|5|42|3|6432.5|Completed
37500|1353|4|52|1|18|3|179.5|Pending
57382|1099|3|76|1|38|3|7608.28|Pending
89805|1064|2|27|2|16|1|3953.4|Completed
75340|566|4|89|2|16|2|2405.82|Pending
50049|1402|3|20|2|19|2|6592.02|Failed
15986|1231|3|46|4|40|3|9070.64|Pending
97312|1395|1|35|4|9|2|1882.92|Failed
91499|1295|1|98|4|19|2|609.66|Completed
20542|1413|2|8|2|25|2|9731.0|Pending
51366|390|2|37|1|10|2|7951.74|Pending
76395|557|3|71|2|21|1|3846.07|Pending
82739|1031|4|21|5|1|3|5869.26|Completed
90565|704|2|96|5|49|1|389.16|Pending
88026|169|1|56|1|12|3|6182.42|Completed
9785|296|3|28|2|45|1|8929.91|Completed
5821|1213|3|16|4|26|2|2300.79|Pending
71646|1472|2|92|5|16|1|9047.54|Pending
19089|1651|1|9|5|49|3|9077.99|Failed
11253|414|2|7|1|14|1|4983.02|Completed
66068|1443|1|39|3|45|3|502.86|Failed
14581|23|2|94|1|32|1|1411.37|Completed
81896|529|1|47|2|18|1|437.48|Failed
51965|1338|2|69|2|15|1|4328.38|Failed
84904|579|2|27|5|2|3|9431.52|Completed
88369|1175|2|99|3|18|3|337.69|Pending
50819|155|2|64|3|11|3|3678.81|Failed
80291|1714|4|54|2|45|3|461.09|Failed
63829|65|1|35|2|9|3|5205.49|Completed
87802|688|4|89|1|45|3|326.71|Completed
66987|428|2|82|5|19|2|3769.29|Completed
32334|1770|2|41|5|17|1|8813.16|Pending
40403|762|3|14|4|33|2|2249.66|Pending
57108|982|4|51|1|50|3|3194.24|Completed
67176|1140|1|60|3|12|1|8571.19|Failed
12001|926|4|84|5|35|1|8755.28|Completed
21684|878|2|74|5|27|1|984.34|Pending
69087|1349|2|83|2|2|1|8759.42|Completed
22115|1091|1|42|1|47|3|3075.54|Failed
66965|1762|4|45|1|49|3|3839.85|Failed
63461|1140|4|92|5|42|3|2901.84|Failed
91327|1330|1|51|5|22|2|5240.55|Completed
85111|650|1|1|4|42|3|8556.19|Pending
18851|630|1|81|4|49|3|686.23|Failed
2278|1808|2|94|4|38|2|5172.75|Completed
99667|153|4|12|2|32|2|7673.49|Pending
79612|637|1|73|5|12|2|8687.79|Completed
82233|626|2|21|5|43|3|7480.34|Failed
35804|847|3|78|2|41|1|4178.31|Completed
70210|1559|1|54|4|49|3|5124.75|Completed
51662|1333|1|35|5|7|1|6210.44|Pending
36709|1026|2|5|4|18|2|1811.48|Pending
84459|119|1|74|1|38|3|6222.87|Completed
7103|1105|1|100|5|33|2|6761.35|Failed
11478|874|3|62|5|2|3|9661.52|Failed
18295|1148|4|84|1|20|2|7946.38|Pending
33358|802|1|83|4|43|1|4248.44|Completed
25213|292|3|69|2|38|3|3086.97|Failed
61681|88|4|83|1|19|2|3088.84|Completed
31322|83|2|36|1|24|1|4590.1|Failed
32580|1548|2|26|5|3|2|5688.35|Failed
67126|1408|4|96|5|40|3|91.03|Failed
85988|1309|4|47|5|14|2|8652.86|Completed
83156|904|2|90|1|38|3|6965.37|Pending
78074|930|4|43|5|33|3|6092.73|Completed
51909|1451|1|71|3|46|1|5086.13|Completed
94555|814|1|85|5|42|1|1511.17|Completed
59403|1704|1|64|1|17|1|3863.2|Completed
52100|580|2|33|5|22|2|7561.25|Failed
37937|332|1|3|4|27|3|6524.18|Pending
8768|1610|2|33|1|16|2|2580.85|Failed
80595|446|4|38|4|44|2|296.91|Completed
50759|804|4|56|1|41|2|62.29|Pending
60291|1375|2|78|2|1|1|4851.34|Pending
12921|111|1|20|4|3|1|1449.96|Pending
43533|1790|3|10|3|37|3|8798.84|Pending
64637|1537|3|49|2|34|1|9730.06|Failed
49394|1527|1|24|3|42|1|4491.04|Pending
41518|1687|3|98|2|42|2|2772.36|Failed
70950|1155|3|5|5|28|1|6902.65|Pending
56147|501|2|20|5|46|3|7251.77|Failed
59388|422|1|24|3|32|1|6540.38|Failed
66083|1108|1|34|2|8|1|5398.37|Pending
53306|239|2|77|2|11|3|913.55|Completed
53155|1083|1|63|2|47|1|7368.14|Failed
9320|1089|4|14|5|12|3|9883.6|Completed
64216|529|2|7|5|6|2|9889.95|Pending
28835|1798|4|2|1|24|2|8107.41|Pending
33512|841|1|38|5|46|2|2707.01|Pending
23802|1650|3|21|5|15|3|583.74|Completed
77208|1674|1|9|5|24|3|8335.41|Pending
61049|148|4|93|5|15|1|2913.01|Failed
61743|1075|4|33|3|49|3|4892.16|Completed
92523|921|1|71|3|9|2|793.28|Failed
98252|183|4|91|1|25|2|8882.02|Completed
32642|77|4|13|3|40|2|619.51|Completed
54316|1231|3|6|4|22|3|7717.09|Completed
86732|1365|2|8|3|21|3|3226.92|Pending
75551|270|4|92|4|39|3|9743.74|Failed
88339|796|3|98|4|41|2|7054.58|Completed
47688|1823|2|88|5|41|2|9066.79|Completed
54714|976|2|54|3|10|3|6566.37|Pending
91970|397|2|88|1|32|3|1503.2|Completed
39790|1102|1|5|5|21|3|862.8|Pending
97992|670|1|100|1|31|1|3770.85|Pending
23351|967|3|50|5|4|1|722.37|Pending
53213|1001|1|99|4|33|1|7706.28|Pending
45329|973|4|94|1|15|1|705.97|Completed
16336|652|3|84|3|32|1|7462.08|Failed
53531|245|2|31|2|18|1|9481.96|Completed
5490|1159|4|22|1|13|1|7342.73|Completed
90445|1463|4|7|1|18|3|7947.93|Failed
38407|486|2|72|5|3|1|2856.94|Failed
4054|463|1|40|3|24|1|7729.45|Failed
6830|1603|4|91|5|4|2|4270.54|Pending
50780|1671|3|33|4|37|3|222.05|Completed
54466|317|4|83|5|14|1|2564.05|Completed
45432|912|2|32|1|18|2|4475.34|Pending
15157|155|3|69|5|12|3|4277.78|Pending
6314|522|3|78|5|37|2|9353.09|Pending
8842|144|2|63|5|15|1|767.18|Completed
16246|106|4|14|5|1|2|1583.26|Failed
31398|281|1|99|5|33|1|5613.29|Completed
79627|452|1|8|1|13|1|4983.85|Failed
61961|306|2|3|5|15|1|3030.62|Completed
41486|1458|2|54|3|15|1|9936.49|Failed
66135|125|3|100|4|7|3|420.39|Failed
51922|485|1|42|5|26|2|4459.81|Failed
43842|1650|2|6|2|12|3|3921.55|Pending
58132|1192|3|64|2|12|1|6753.86|Failed
343|718|2|27|5|36|2|9795.92|Completed
79710|197|3|87|4|29|3|1624.47|Completed
98028|207|2|12|2|28|1|3743.57|Completed
757|538|1|18|4|20|1|4661.1|Pending
63892|1478|2|73|1|34|3|5451.93|Pending
69485|1288|2|99|3|49|1|4874.11|Completed
86936|438|4|43|3|41|2|2386.42|Completed
87425|829|3|58|5|50|2|673.01|Pending
17777|1098|4|39|1|3|2|3946.07|Completed
82072|116|2|92|3|46|1|1141.08|Pending
35969|1606|1|91|2|43|2|9490.42|Failed
63891|1458|1|68|2|41|1|8050.6|Pending
86153|1062|4|14|3|29|1|2249.9|Completed
34873|428|1|35|4|27|2|8487.19|Failed
28090|1664|1|60|2|38|2|7341.01|Completed
17848|728|3|13|2|6|1|4319.29|Completed
25939|593|1|96|2|45|3|9690.06|Failed
94014|529|3|100|3|31|1|7769.41|Completed
18059|463|2|47|4|39|1|2105.93|Pending
70172|523|3|80|5|44|3|6953.72|Pending
97412|176|3|34|1|22|1|4126.52|Failed
12885|349|2|61|3|34|2|2018.09|Failed
33316|377|3|58|5|45|1|7888.04|Failed
20449|803|1|71|3|11|1|4741.18|Failed
56166|1044|3|7|3|40|1|4551.19|Failed
2311|1247|2|53|2|21|1|3633.87|Failed
52890|861|3|70|2|33|2|9924.35|Completed
69438|1565|1|2|3|8|1|6004.19|Completed
22565|971|4|98|1|7|3|8000.21|Failed
7420|1679|2|18|4|9|3|3011.24|Failed
89948|1804|1|66|1|12|1|2961.08|Completed
83925|374|4|26|2|14|3|1472.95|Failed
22243|663|4|78|2|22|1|1962.66|Pending
90793|766|2|3|1|19|1|8917.84|Failed
65395|62|2|66|3|3|2|4101.98|Pending
14897|157|4|92|5|27|3|271.8|Completed
78813|1506|3|70|4|27|2|5502.95|Pending
46848|490|2|52|1|18|1|2857.91|Completed
11213|793|2|94|4|33|1|9841.03|Failed
41566|173|1|61|1|22|3|9960.12|Completed
96229|1482|4|30|1|27|3|9218.12|Failed
67807|597|4|45|4|32|3|9847.55|Completed
14612|239|3|81|2|6|3|2499.77|Completed
2154|757|3|39|4|6|1|5186.36|Pending
36114|1433|1|58|1|32|3|9006.34|Completed
74051|641|2|13|2|20|3|1893.27|Completed
3631|1616|1|79|5|6|2|5121.48|Pending
